,Date (Year/Month), PRIMARY DESCRIPTION,LATITUDE,LONGITUDE
120178,2019-08,THEFT,41.853909902,-87.622244595
120184,2019-08,ASSAULT,41.853912441999995,-87.68140714799999
120193,2019-08,DECEPTIVE PRACTICE,41.853930752,-87.623841071
120220,2019-08,THEFT,41.853942225,-87.634665515
120230,2019-08,BATTERY,41.853951386999995,-87.632565837
120242,2019-08,MOTOR VEHICLE THEFT,41.853967122,-87.678958305
120249,2019-08,ASSAULT,41.853994985,-87.67710804
120252,2019-08,OTHER OFFENSE,41.85399511,-87.67713006299999
120253,2019-08,OTHER OFFENSE,41.85399511,-87.67713006299999
120257,2019-08,BATTERY,41.853998753,-87.67680701299999
120277,2019-08,CRIMINAL DAMAGE,41.854032077,-87.674479512
120288,2019-08,BATTERY,41.854060182,-87.672207121
120302,2019-08,SEX OFFENSE,41.854090469,-87.69551881299999
120332,2019-08,BATTERY,41.854122576,-87.66733191600001
120354,2019-08,THEFT,41.854187147,-87.65631575399999
120382,2019-08,ROBBERY,41.854244056,-87.71507431799999
120388,2019-08,THEFT,41.854255981,-87.653103244
120394,2019-08,NARCOTICS,41.854261572,-87.66010671
120399,2019-08,ASSAULT,41.854266804,-87.71369394799999
120404,2019-08,BATTERY,41.854271374,-87.62478432299999
120426,2019-08,WEAPONS VIOLATION,41.854289146999996,-87.73340862200001
120431,2019-08,ASSAULT,41.854293216,-87.73313695799999
120484,2019-08,BATTERY,41.854330608000005,-87.730321242
120486,2019-08,CRIMINAL DAMAGE,41.854330743,-87.730346935
120500,2019-08,ARSON,41.854358931,-87.72840124
120530,2019-08,BATTERY,41.854394268,-87.67590733600001
120542,2019-08,THEFT,41.854433781,-87.631569504
120548,2019-08,BATTERY,41.85444925,-87.712414809
120551,2019-08,BATTERY,41.85444925,-87.712414809
120555,2019-08,ASSAULT,41.854453024,-87.722329136
120581,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.854498094,-87.723580391
120594,2019-08,THEFT,41.854510883,-87.718771744
120611,2019-08,CRIMINAL DAMAGE,41.854533787,-87.72358372299999
120614,2019-08,BATTERY,41.854533787,-87.72358372299999
120618,2019-08,THEFT,41.854552032,-87.613868459
120629,2019-08,MOTOR VEHICLE THEFT,41.854566632,-87.701732132
120633,2019-08,ASSAULT,41.854568356,-87.65209785200001
120647,2019-08,OFFENSE INVOLVING CHILDREN,41.854573555,-87.69553603700001
120655,2019-08,BATTERY,41.854574801999995,-87.701221834
120666,2019-08,NARCOTICS,41.854585925,-87.723583228
120696,2019-08,BATTERY,41.854619424,-87.712420504
120735,2019-08,THEFT,41.854653818,-87.69714297799999
120756,2019-08,BATTERY,41.854689746999995,-87.716303361
120764,2019-08,CRIMINAL DAMAGE,41.854704512,-87.712423352
120782,2019-08,NARCOTICS,41.854727247,-87.732171191
120817,2019-08,THEFT,41.85476204,-87.705338452
120837,2019-08,NARCOTICS,41.854770868,-87.63014895299999
120841,2019-08,CONCEALED CARRY LICENSE VIOLATION,41.854777676,-87.711237026
120850,2019-08,WEAPONS VIOLATION,41.854783164000004,-87.71123697200001
120852,2019-08,GAMBLING,41.854783164000004,-87.71123697200001
120866,2019-08,ROBBERY,41.854804958,-87.684426366
120871,2019-08,CRIMINAL TRESPASS,41.854809142,-87.686140515
120872,2019-08,NARCOTICS,41.854809472,-87.6842538
120876,2019-08,THEFT,41.854811365,-87.684103285
120884,2019-08,GAMBLING,41.854816093000004,-87.71123665299999
120890,2019-08,THEFT,41.854821269,-87.704126559
120907,2019-08,NARCOTICS,41.854836249,-87.71242574799999
120918,2019-08,CRIMINAL DAMAGE,41.854843535,-87.71123638700001
120919,2019-08,THEFT,41.854844233,-87.68166931399999
120920,2019-08,CRIMINAL DAMAGE,41.854844233,-87.68166931399999
120933,2019-08,DECEPTIVE PRACTICE,41.854846279,-87.711236361
120934,2019-08,BATTERY,41.854848597,-87.681471054
120955,2019-08,DECEPTIVE PRACTICE,41.854864309,-87.72484695799999
120962,2019-08,THEFT,41.854864309,-87.72484695799999
120973,2019-08,NARCOTICS,41.854876484,-87.71123973899999
120974,2019-08,CRIM SEXUAL ASSAULT,41.854878324,-87.679459237
120975,2019-08,CRIMINAL DAMAGE,41.854881869,-87.679117831
121018,2019-08,BURGLARY,41.854938872,-87.706562721
121035,2019-08,THEFT,41.854954929,-87.646048189
121048,2019-08,BATTERY,41.854963672,-87.627133239
121066,2019-08,THEFT,41.854968236,-87.623866311
121090,2019-08,BURGLARY,41.855002895,-87.670075774
121097,2019-08,BATTERY,41.85500477,-87.66992525799999
121108,2019-08,DECEPTIVE PRACTICE,41.855017652,-87.623869435
121126,2019-08,BATTERY,41.855036741999996,-87.667388504
121163,2019-08,DECEPTIVE PRACTICE,41.85513349,-87.619092629
121178,2019-08,BATTERY,41.855174105,-87.659884242
121179,2019-08,BATTERY,41.855174105,-87.659884242
121229,2019-08,DECEPTIVE PRACTICE,41.855190551,-87.623871195
121236,2019-08,CRIMINAL DAMAGE,41.855190551,-87.623871195
121243,2019-08,OFFENSE INVOLVING CHILDREN,41.855190551,-87.623871195
121247,2019-08,BATTERY,41.855190551,-87.623871195
121253,2019-08,ASSAULT,41.855190551,-87.623871195
121267,2019-08,BURGLARY,41.855209986,-87.632849422
121277,2019-08,NARCOTICS,41.855226305,-87.70292228
121278,2019-08,THEFT,41.85522645,-87.632849242
121280,2019-08,BATTERY,41.855229392,-87.654359309
121281,2019-08,MOTOR VEHICLE THEFT,41.855229999,-87.71317809799999
121292,2019-08,ROBBERY,41.855254288000005,-87.65253839399999
121300,2019-08,THEFT,41.855256996,-87.619094926
121304,2019-08,THEFT,41.855266834,-87.651877541
121318,2019-08,DECEPTIVE PRACTICE,41.855310225,-87.649021299
121324,2019-08,CRIMINAL DAMAGE,41.855342146999995,-87.693105754
121330,2019-08,DECEPTIVE PRACTICE,41.855386052,-87.693105316
121335,2019-08,ROBBERY,41.855399758000004,-87.690645825
121338,2019-08,NARCOTICS,41.855402626,-87.707061076
121342,2019-08,THEFT,41.85541857,-87.680841251
121361,2019-08,ASSAULT,41.855476786,-87.701062454
121363,2019-08,BATTERY,41.855477008,-87.70110283
121401,2019-08,BATTERY,41.855524939,-87.69785379999999
121403,2019-08,THEFT,41.855524939,-87.69785379999999
121431,2019-08,BATTERY,41.85554228,-87.71510953399999
121435,2019-08,BATTERY,41.855558745,-87.715109376
121439,2019-08,NARCOTICS,41.855574302,-87.71189003
121461,2019-08,ASSAULT,41.855577493,-87.67838761600001
121469,2019-08,BATTERY,41.855598642,-87.711823722
121482,2019-08,ASSAULT,41.855659079,-87.694332276
121486,2019-08,THEFT,41.855666555999996,-87.656358882
121487,2019-08,THEFT,41.85566687,-87.71633434700001
121498,2019-08,ASSAULT,41.855689417,-87.727269139
121516,2019-08,CRIMINAL TRESPASS,41.85572276,-87.684156469
121532,2019-08,ASSAULT,41.855727241,-87.716333766
121534,2019-08,OTHER OFFENSE,41.855727241,-87.716333766
121537,2019-08,BATTERY,41.85572892,-87.715115078
121544,2019-08,CRIMINAL TRESPASS,41.855729314,-87.72236837700001
121553,2019-08,BATTERY,41.855741983,-87.661258466
121554,2019-08,BATTERY,41.855744141,-87.711326769
121560,2019-08,BATTERY,41.855749808,-87.72727224
121563,2019-08,BATTERY,41.855749808,-87.72727224
121579,2019-08,THEFT,41.855761869,-87.71511843100001
121603,2019-08,BATTERY,41.855785481,-87.72727190299999
121632,2019-08,NARCOTICS,41.855802581,-87.717588423
121643,2019-08,DECEPTIVE PRACTICE,41.855809284,-87.662913247
121660,2019-08,OTHER OFFENSE,41.855817572,-87.649885846
121702,2019-08,BATTERY,41.855845871,-87.72727500399999
121727,2019-08,BATTERY,41.855869895,-87.729752505
121747,2019-08,MOTOR VEHICLE THEFT,41.855884296,-87.713902248
121749,2019-08,BURGLARY,41.855886439,-87.71633957799999
121750,2019-08,BATTERY,41.855886862,-87.67203413899999
121768,2019-08,ASSAULT,41.855898312,-87.72112239799999
121776,2019-08,BATTERY,41.855906241999996,-87.727274434
121801,2019-08,OTHER OFFENSE,41.855931995,-87.65390772200001
121820,2019-08,THEFT,41.855946829000004,-87.716342668
121839,2019-08,DECEPTIVE PRACTICE,41.855958701999995,-87.72112549299999
121841,2019-08,WEAPONS VIOLATION,41.855959485,-87.71512387
121866,2019-08,MOTOR VEHICLE THEFT,41.855975156,-87.62072774100001
121871,2019-08,THEFT,41.855983399,-87.72112525799999
121876,2019-08,THEFT,41.855993479,-87.71634222
121905,2019-08,CRIMINAL DAMAGE,41.856021817,-87.721124891
121907,2019-08,BATTERY,41.856022994,-87.722376594
121913,2019-08,ASSAULT,41.856033126,-87.71759355299999
121925,2019-08,BATTERY,41.856047465,-87.63202905600001
121931,2019-08,OTHER OFFENSE,41.856051578,-87.62821881299999
121938,2019-08,CRIMINAL DAMAGE,41.856058687,-87.722379926
121939,2019-08,BATTERY,41.856058687,-87.722379926
121945,2019-08,OTHER OFFENSE,41.856071543,-87.717593185
121949,2019-08,CRIMINAL DAMAGE,41.856077814,-87.660028931
121953,2019-08,CRIMINAL DAMAGE,41.856079826,-87.659904106
121959,2019-08,ASSAULT,41.856082207,-87.721127986
121978,2019-08,THEFT,41.856086444,-87.65962873299999
121999,2019-08,BATTERY,41.856106904,-87.72112775
122000,2019-08,MOTOR VEHICLE THEFT,41.85610928,-87.707817692
122037,2019-08,ASSAULT,41.856134301,-87.73465410700001
122049,2019-08,THEFT,41.856150768,-87.70285814100001
122062,2019-08,DECEPTIVE PRACTICE,41.856157518,-87.70659854200001
122066,2019-08,BURGLARY,41.856168653000005,-87.712691835
122076,2019-08,BATTERY,41.856181348,-87.71759947299999
122077,2019-08,BATTERY,41.856181348,-87.71759947299999
122093,2019-08,ASSAULT,41.856207029000004,-87.62716727899999
122095,2019-08,BATTERY,41.856209835,-87.71269510799999
122098,2019-08,DECEPTIVE PRACTICE,41.856218005,-87.627167159
122103,2019-08,MOTOR VEHICLE THEFT,41.856219485,-87.705382926
122107,2019-08,BATTERY,41.856220811,-87.712695002
122110,2019-08,NARCOTICS,41.856220811,-87.712695002
122136,2019-08,CRIMINAL DAMAGE,41.856248253000004,-87.712694737
122158,2019-08,ROBBERY,41.856289414,-87.712694339
122164,2019-08,OFFENSE INVOLVING CHILDREN,41.856293175,-87.707823241
122167,2019-08,BATTERY,41.856294972,-87.62229526
122179,2019-08,HOMICIDE,41.856307213,-87.732556505
122193,2019-08,CRIMINAL DAMAGE,41.856348375,-87.73255612
122194,2019-08,NARCOTICS,41.856348681,-87.711475082
122207,2019-08,NARCOTICS,41.856358294,-87.704170225
122211,2019-08,CRIMINAL DAMAGE,41.85636929,-87.70417378799999
122217,2019-08,BATTERY,41.85640222,-87.704173466
122249,2019-08,BATTERY,41.856470472,-87.642508056
122255,2019-08,DECEPTIVE PRACTICE,41.856486892,-87.709634701
122259,2019-08,NARCOTICS,41.856510401,-87.705387422
122260,2019-08,BATTERY,41.856514106999995,-87.695601183
122262,2019-08,BURGLARY,41.856514247,-87.646604129
122269,2019-08,CRIMINAL DAMAGE,41.856536081,-87.695604636
122313,2019-08,BATTERY,41.856602797,-87.655504737
122326,2019-08,THEFT,41.856637407,-87.63697811600001
122329,2019-08,BATTERY,41.856645457,-87.633336649
122330,2019-08,BATTERY,41.856648718,-87.652597021
122335,2019-08,OFFENSE INVOLVING CHILDREN,41.856651842,-87.68442605
122348,2019-08,BATTERY,41.856670213,-87.65113216399999
122350,2019-08,BURGLARY,41.856670213,-87.65113216399999
122363,2019-08,CRIMINAL DAMAGE,41.856687544,-87.682006664
122373,2019-08,THEFT,41.856704257,-87.67963518799999
122375,2019-08,CRIMINAL TRESPASS,41.856704383,-87.679657211
122402,2019-08,MOTOR VEHICLE THEFT,41.856786844,-87.66207711700001
122414,2019-08,CRIMINAL DAMAGE,41.856790413,-87.70842407100001
122437,2019-08,MOTOR VEHICLE THEFT,41.856790413,-87.70842407100001
122464,2019-08,THEFT,41.856845183000004,-87.73467684299999
122467,2019-08,BATTERY,41.856858945999996,-87.66739162399999
122478,2019-08,BATTERY,41.856895174,-87.65761967899999
122482,2019-08,THEFT,41.856914789,-87.6647224
122495,2019-08,CONCEALED CARRY LICENSE VIOLATION,41.856924776,-87.73310134
122504,2019-08,THEFT,41.856961054,-87.657622657
122507,2019-08,THEFT,41.856964831999996,-87.65640025200001
122510,2019-08,THEFT,41.856986041999996,-87.66000839200001
122512,2019-08,OTHER OFFENSE,41.856988485,-87.659956976
122517,2019-08,BURGLARY,41.856992079,-87.659633911
122548,2019-08,BATTERY,41.8570845,-87.720732995
122551,2019-08,BATTERY,41.857086774,-87.720644875
122553,2019-08,BATTERY,41.857086774,-87.720644875
122558,2019-08,NARCOTICS,41.857103492,-87.71915070799999
122567,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.857110442,-87.718398132
122594,2019-08,CRIMINAL TRESPASS,41.857190995,-87.66173517899999
122596,2019-08,BATTERY,41.857190995,-87.66173517899999
122604,2019-08,ROBBERY,41.857204650999996,-87.661724024
122613,2019-08,CRIMINAL DAMAGE,41.857245914,-87.648266507
122635,2019-08,THEFT,41.857300564,-87.62559883700001
122641,2019-08,ASSAULT,41.857307384,-87.644778606
122647,2019-08,CRIMINAL DAMAGE,41.857308983,-87.65380137700001
122652,2019-08,BATTERY,41.85732018,-87.706935915
122665,2019-08,BATTERY,41.857352518,-87.65885926200001
122667,2019-08,DECEPTIVE PRACTICE,41.857357055,-87.707155802
122675,2019-08,ASSAULT,41.857360751,-87.658859176
122680,2019-08,CRIMINAL DAMAGE,41.857378925999996,-87.627183753
122682,2019-08,DECEPTIVE PRACTICE,41.857390081999995,-87.622319837
122716,2019-08,CRIMINAL DAMAGE,41.857507603,-87.732251606
122740,2019-08,OTHER OFFENSE,41.857533855,-87.625603607
122742,2019-08,ASSAULT,41.857533855,-87.625603607
122743,2019-08,BATTERY,41.857533855,-87.625603607
122804,2019-08,CRIMINAL DAMAGE,41.857685611,-87.67416303
122805,2019-08,CRIM SEXUAL ASSAULT,41.857693829,-87.654839812
122826,2019-08,MOTOR VEHICLE THEFT,41.857724686,-87.70613173
122838,2019-08,DECEPTIVE PRACTICE,41.857736648,-87.67015765100001
122839,2019-08,THEFT,41.85773715,-87.661274284
122842,2019-08,DECEPTIVE PRACTICE,41.857738149,-87.63296499399999
122856,2019-08,CRIMINAL DAMAGE,41.857742484,-87.669742789
122890,2019-08,THEFT,41.85775341,-87.668784595
122915,2019-08,CRIMINAL DAMAGE,41.857775345,-87.66736009200001
122919,2019-08,NARCOTICS,41.857785533000005,-87.70421129799999
122923,2019-08,NARCOTICS,41.857791041999995,-87.704214915
122924,2019-08,CRIMINAL DAMAGE,41.857798419,-87.71517590399999
122926,2019-08,DECEPTIVE PRACTICE,41.857804762,-87.704214781
122929,2019-08,BATTERY,41.857805903,-87.705426139
122934,2019-08,NARCOTICS,41.857812994,-87.7042147
122950,2019-08,MOTOR VEHICLE THEFT,41.857820231999995,-87.664694614
122985,2019-08,BATTERY,41.857857146,-87.71030048799999
122989,2019-08,DECEPTIVE PRACTICE,41.857864584,-87.661948381
122999,2019-08,CRIMINAL TRESPASS,41.85787727,-87.705429112
123011,2019-08,CRIMINAL DAMAGE,41.857890719000004,-87.660318264
123055,2019-08,ASSAULT,41.857967236,-87.655596783
123056,2019-08,CRIMINAL DAMAGE,41.857967236,-87.655596783
123060,2019-08,CRIMINAL TRESPASS,41.857969611,-87.655534354
123062,2019-08,THEFT,41.857969655,-87.655541695
123063,2019-08,THEFT,41.857969655,-87.655541695
123102,2019-08,CRIMINAL DAMAGE,41.85802838,-87.651092033
123142,2019-08,ROBBERY,41.858091628000004,-87.717650894
123143,2019-08,MOTOR VEHICLE THEFT,41.858091628000004,-87.717650894
123156,2019-08,ASSAULT,41.858103682,-87.71887683799999
123158,2019-08,BATTERY,41.858103682,-87.71887683799999
123160,2019-08,MOTOR VEHICLE THEFT,41.858105368000004,-87.71765443299999
123161,2019-08,NARCOTICS,41.85811023,-87.71396519700001
123164,2019-08,BATTERY,41.858115051999995,-87.729819494
123169,2019-08,BATTERY,41.858115718,-87.713965144
123170,2019-08,BATTERY,41.858123385,-87.710308917
123183,2019-08,ASSAULT,41.858132183,-87.713964985
123198,2019-08,THEFT,41.858158349,-87.72243702799999
123199,2019-08,THEFT,41.858158349,-87.72243702799999
123209,2019-08,BATTERY,41.858171698,-87.71518699299999
123225,2019-08,ASSAULT,41.858201078,-87.721184865
123233,2019-08,BATTERY,41.85820865,-87.72003214799999
123242,2019-08,THEFT,41.858213965,-87.704772409
123262,2019-08,ROBBERY,41.858228798,-87.71153028399999
123274,2019-08,CRIMINAL DAMAGE,41.858246395,-87.718879143
123314,2019-08,NARCOTICS,41.858277842,-87.727380521
123318,2019-08,SEX OFFENSE,41.858281851,-87.64665496399999
123320,2019-08,CRIMINAL TRESPASS,41.858281851,-87.64665496399999
123321,2019-08,CRIMINAL TRESPASS,41.858281851,-87.64665496399999
123333,2019-08,BATTERY,41.858296757,-87.723694812
123347,2019-08,ASSAULT,41.858301268000005,-87.712751974
123374,2019-08,DECEPTIVE PRACTICE,41.858328523000004,-87.722442751
123380,2019-08,BURGLARY,41.85833831,-87.641885935
123386,2019-08,WEAPONS VIOLATION,41.858342872,-87.729828364
123401,2019-08,MOTOR VEHICLE THEFT,41.858346536,-87.721187148
123414,2019-08,NARCOTICS,41.858357790999996,-87.711532705
123423,2019-08,BATTERY,41.858362383,-87.671116619
123427,2019-08,OTHER OFFENSE,41.85836391,-87.666164631
123441,2019-08,ASSAULT,41.858372615,-87.71275128399999
123442,2019-08,THEFT,41.858373231,-87.69139427299999
123463,2019-08,NARCOTICS,41.858385778,-87.71519227299999
123464,2019-08,WEAPONS VIOLATION,41.858387445,-87.71397353399999
123475,2019-08,BATTERY,41.85839493,-87.726168034
123481,2019-08,ASSAULT,41.858403079,-87.65644381799999
123502,2019-08,SEX OFFENSE,41.85841763,-87.713973243
123504,2019-08,WEAPONS VIOLATION,41.858417903,-87.721190139
123505,2019-08,ASSAULT,41.858417903,-87.721190139
123506,2019-08,BATTERY,41.858418256,-87.717662445
123509,2019-08,THEFT,41.858422352,-87.668671214
123525,2019-08,BATTERY,41.858438817,-87.66867104399999
123549,2019-08,NARCOTICS,41.858452037,-87.706656897
123551,2019-08,THEFT,41.85845689,-87.642894141
123558,2019-08,NARCOTICS,41.858461536,-87.71397281899999
123562,2019-08,MOTOR VEHICLE THEFT,41.858463891999996,-87.720037051
123568,2019-08,BATTERY,41.858474674,-87.71641381200001
123570,2019-08,CRIM SEXUAL ASSAULT,41.858474674,-87.71641381200001
123573,2019-08,NARCOTICS,41.858475256999995,-87.71397268700001
123580,2019-08,NARCOTICS,41.858489603,-87.71766176
123588,2019-08,BATTERY,41.858500235,-87.73472748200001
123590,2019-08,BATTERY,41.858502718000004,-87.713976093
123596,2019-08,CRIMINAL DAMAGE,41.858508647,-87.66133595299999
123605,2019-08,ASSAULT,41.858514770999996,-87.715194702
123620,2019-08,NARCOTICS,41.858537825999996,-87.710319577
123643,2019-08,BATTERY,41.858567746,-87.65644575200001
123651,2019-08,NARCOTICS,41.858568010999996,-87.710319284
123666,2019-08,NARCOTICS,41.858568010999996,-87.710319284
123677,2019-08,THEFT,41.858579571,-87.625628785
123680,2019-08,ASSAULT,41.858579571,-87.625628785
123686,2019-08,THEFT,41.858579571,-87.625628785
123687,2019-08,THEFT,41.858579571,-87.625628785
123710,2019-08,CRIMINAL DAMAGE,41.858594819000004,-87.62721442700001
123717,2019-08,OTHER OFFENSE,41.858594819000004,-87.62721442700001
123719,2019-08,BURGLARY,41.858595186,-87.65644546200001
123733,2019-08,ROBBERY,41.858610141,-87.653402162
123735,2019-08,BURGLARY,41.85861398,-87.70666265700001
123739,2019-08,THEFT,41.85862109,-87.631949545
123742,2019-08,ASSAULT,41.858622155999996,-87.672384057
123761,2019-08,CRIMINAL DAMAGE,41.858641783,-87.63896800299999
123765,2019-08,CRIMINAL TRESPASS,41.858643312,-87.6239505
123786,2019-08,ASSAULT,41.858651903,-87.66992794299999
123793,2019-08,THEFT,41.858663465999996,-87.669079854
123796,2019-08,THEFT,41.858671609,-87.64483371700001
123819,2019-08,NARCOTICS,41.858712788000005,-87.706665364
123857,2019-08,BATTERY,41.858762081,-87.695677962
123869,2019-08,BATTERY,41.858780159,-87.620788371
123888,2019-08,WEAPONS VIOLATION,41.858829145,-87.72784518899999
123890,2019-08,BATTERY,41.85882988,-87.727984675
123891,2019-08,BATTERY,41.858831134,-87.727702006
123892,2019-08,NARCOTICS,41.858831134,-87.727702006
123898,2019-08,DECEPTIVE PRACTICE,41.858832381,-87.705449136
123901,2019-08,NARCOTICS,41.858832381,-87.705449136
123919,2019-08,NARCOTICS,41.858856900999996,-87.72582594299999
123922,2019-08,NARCOTICS,41.858861146,-87.725590967
123923,2019-08,NARCOTICS,41.858861399,-87.72563868600001
123924,2019-08,NARCOTICS,41.858865139,-87.725308271
123934,2019-08,THEFT,41.858880357,-87.655010814
123943,2019-08,DECEPTIVE PRACTICE,41.858903028,-87.66026359899999
123948,2019-08,BATTERY,41.858913926999996,-87.720546675
123949,2019-08,BATTERY,41.858915691,-87.720363114
123971,2019-08,NARCOTICS,41.858941291,-87.71796578200001
123972,2019-08,NARCOTICS,41.858941291,-87.71796578200001
123974,2019-08,BATTERY,41.858941291,-87.71796578200001
123982,2019-08,BATTERY,41.858954299000004,-87.716809329
123992,2019-08,CRIMINAL DAMAGE,41.858965439,-87.71581808299999
124004,2019-08,NARCOTICS,41.85898466,-87.71429080899999
124020,2019-08,NARCOTICS,41.85900854,-87.712106401
124036,2019-08,NARCOTICS,41.859036293,-87.709631954
124045,2019-08,THEFT,41.859036393000004,-87.709650307
124046,2019-08,BATTERY,41.859036393000004,-87.709650307
124066,2019-08,NARCOTICS,41.85903816,-87.709470416
124093,2019-08,NARCOTICS,41.859078793,-87.70584685200001
124094,2019-08,BURGLARY,41.859079034000004,-87.705890901
124102,2019-08,BURGLARY,41.859079034000004,-87.705890901
124105,2019-08,CRIMINAL DAMAGE,41.859087169,-87.65890711
124123,2019-08,ASSAULT,41.859101399000004,-87.703959793
