,Date (Year/Month),Type of Crime,Latitude,Longitude,Neighborhood
11681,2019-08,BATTERY,41.863375747,-87.65645745100002,Little Italy
11682,2019-08,BATTERY,41.863375751,-87.732427929,North Lawndale
11683,2019-08,BATTERY,41.86339496,-87.732427749,North Lawndale
11684,2019-08,ROBBERY,41.863406876999996,-87.710455868,North Lawndale
11685,2019-08,THEFT,41.863415938,-87.62134998100002,Near South Side
11686,2019-08,ROBBERY,41.863429719,-87.73120493299999,North Lawndale
11687,2019-08,BATTERY,41.863456762,-87.652521138,Little Italy
11688,2019-08,ASSAULT,41.863456762,-87.652521138,Little Italy
11689,2019-08,ASSAULT,41.8634631,-87.65220168200001,Little Italy
11690,2019-08,ASSAULT,41.863463449,-87.652260416,Little Italy
11691,2019-08,BATTERY,41.863468645,-87.721435656,North Lawndale
11692,2019-08,ROBBERY,41.863470917,-87.73488670399998,North Lawndale
11693,2019-08,BATTERY,41.863487874,-87.721439144,North Lawndale
11694,2019-08,BATTERY,41.863497896,-87.69455159299999,North Lawndale
11695,2019-08,THEFT,41.863501348,-87.624065674,Near South Side
11696,2019-08,BATTERY,41.863503829,-87.73120790899998,North Lawndale
11697,2019-08,BATTERY,41.863523809,-87.71533735700001,North Lawndale
11698,2019-08,ASSAULT,41.863531212,-87.621352373,Near South Side
11699,2019-08,BATTERY,41.863565708,-87.722657223,North Lawndale
11700,2019-08,BATTERY,41.863565708,-87.722657223,North Lawndale
11701,2019-08,DECEPTIVE PRACTICE,41.863567228,-87.624068617,Near South Side
11702,2019-08,OTHER OFFENSE,41.863581598,-87.732433344,North Lawndale
11703,2019-08,THEFT,41.863589417,-87.64530960399998,Little Italy
11704,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.863618211,-87.73366283700001,North Lawndale
11705,2019-08,OTHER OFFENSE,41.863652779,-87.70924567200001,North Lawndale
11706,2019-08,NARCOTICS,41.863665637,-87.72753523600002,North Lawndale
11707,2019-08,BATTERY,41.863672174,-87.732436167,North Lawndale
11708,2019-08,NARCOTICS,41.863674493000005,-87.721441035,North Lawndale
11709,2019-08,THEFT,41.863710186,-87.721444366,North Lawndale
11710,2019-08,BATTERY,41.863720684,-87.70559221100002,North Lawndale
11711,2019-08,BATTERY,41.863721481999995,-87.71944714899998,North Lawndale
11712,2019-08,ASSAULT,41.863733464,-87.716561504,North Lawndale
11713,2019-08,NARCOTICS,41.863745351,-87.731212985,North Lawndale
11714,2019-08,THEFT,41.863752081,-87.720037913,North Lawndale
11715,2019-08,ASSAULT,41.863760927,-87.710463445,North Lawndale
11716,2019-08,BATTERY,41.863766432,-87.733668794,North Lawndale
11717,2019-08,ASSAULT,41.863772399,-87.708029355,North Lawndale
11718,2019-08,CRIMINAL DAMAGE,41.863777855,-87.69455981899998,North Lawndale
11719,2019-08,ASSAULT,41.86378501,-87.72003759799999,North Lawndale
11720,2019-08,CRIMINAL TRESPASS,41.86379175,-87.72388124,North Lawndale
11721,2019-08,BATTERY,41.863799343000004,-87.71656454200001,North Lawndale
11722,2019-08,ASSAULT,41.863824331,-87.67126951600002,Near West Side
11723,2019-08,THEFT,41.863842612,-87.706813516,North Lawndale
11724,2019-08,THEFT,41.863849222,-87.69456278,North Lawndale
11725,2019-08,BATTERY,41.863870557,-87.72632548799999,North Lawndale
11726,2019-08,CRIMINAL DAMAGE,41.863873951,-87.70803203700001,North Lawndale
11727,2019-08,NARCOTICS,41.863888806,-87.725106488,North Lawndale
11728,2019-08,BATTERY,41.863917856,-87.708031609,North Lawndale
11729,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.863930074,-87.719452496,North Lawndale
11730,2019-08,BATTERY,41.863957884,-87.706816062,North Lawndale
11731,2019-08,THEFT,41.863967977,-87.61877037100002,Near South Side
11732,2019-08,THEFT,41.863967977,-87.61877037100002,Near South Side
11733,2019-08,CRIMINAL TRESPASS,41.863975503,-87.708034718,North Lawndale
11734,2019-08,MOTOR VEHICLE THEFT,41.863980494,-87.716570144,North Lawndale
11735,2019-08,DECEPTIVE PRACTICE,41.863996425,-87.646828775,Little Italy
11736,2019-08,BATTERY,41.864004911,-87.704374273,North Lawndale
11737,2019-08,CRIMINAL DAMAGE,41.864016654000004,-87.694568456,North Lawndale
11738,2019-08,DECEPTIVE PRACTICE,41.864020538000005,-87.629056394,Near South Side
11739,2019-08,CRIMINAL DAMAGE,41.864096311,-87.71412402600002,North Lawndale
11740,2019-08,WEAPONS VIOLATION,41.864098105,-87.71394779200001,North Lawndale
11741,2019-08,NARCOTICS,41.864111521999995,-87.695837739,North Lawndale
11742,2019-08,THEFT,41.864112718,-87.694571171,North Lawndale
11743,2019-08,ROBBERY,41.864124165999996,-87.711660395,North Lawndale
11744,2019-08,NARCOTICS,41.864136649,-87.704376653,North Lawndale
11745,2019-08,NARCOTICS,41.864177046,-87.71535676399998,North Lawndale
11746,2019-08,BATTERY,41.864186063000005,-87.70437984,North Lawndale
11747,2019-08,NARCOTICS,41.864196255,-87.715356579,North Lawndale
11748,2019-08,BATTERY,41.864272772,-87.660133858,Little Italy
11749,2019-08,PUBLIC PEACE VIOLATION,41.864274785,-87.66000901700001,Little Italy
11750,2019-08,SEX OFFENSE,41.86427628,-87.65096320399998,Little Italy
11751,2019-08,CRIMINAL TRESPASS,41.864276345,-87.659807086,Little Italy
11752,2019-08,BATTERY,41.864276496,-87.65983278200001,Little Italy
11753,2019-08,BATTERY,41.864278356999996,-87.659682244,Little Italy
11754,2019-08,CRIMINAL DAMAGE,41.8642839,-87.72925118799999,North Lawndale
11755,2019-08,CRIMINAL TRESPASS,41.86429075,-87.65898826,Little Italy
11756,2019-08,BATTERY,41.864302296,-87.72805420600002,North Lawndale
11757,2019-08,ASSAULT,41.864302296,-87.72805420600002,North Lawndale
11758,2019-08,CRIMINAL DAMAGE,41.864304179,-87.657538001,Little Italy
11759,2019-08,NARCOTICS,41.864306189000004,-87.657413159,Little Italy
11760,2019-08,CRIMINAL TRESPASS,41.864310550999996,-87.65815469299999,Little Italy
11761,2019-08,NARCOTICS,41.864382780999996,-87.72200698799999,North Lawndale
11762,2019-08,NARCOTICS,41.864425164000004,-87.718636425,North Lawndale
11763,2019-08,THEFT,41.864458661,-87.64063052700001,Near West Side
11764,2019-08,CRIMINAL DAMAGE,41.864458661,-87.64063052700001,Near West Side
11765,2019-08,THEFT,41.864493678,-87.639158,Near West Side
11766,2019-08,BATTERY,41.864493678,-87.639158,Near West Side
11767,2019-08,THEFT,41.864493678,-87.639158,Near West Side
11768,2019-08,BATTERY,41.864493678,-87.639158,Near West Side
11769,2019-08,DECEPTIVE PRACTICE,41.864544858,-87.685979928,Douglas Park
11770,2019-08,THEFT,41.864583447,-87.686497178,Chicago
11771,2019-08,ASSAULT,41.864611293,-87.712933257,North Lawndale
11772,2019-08,CRIMINAL DAMAGE,41.864663432,-87.71293275299999,North Lawndale
11773,2019-08,OTHER OFFENSE,41.864688135,-87.652386925,Little Italy
11774,2019-08,BATTERY,41.864690444000004,-87.652313476,Little Italy
11775,2019-08,THEFT,41.864764484,-87.658814406,Little Italy
11776,2019-08,BATTERY,41.864795455,-87.645986862,Little Italy
11777,2019-08,DECEPTIVE PRACTICE,41.864799163,-87.64568945399998,Little Italy
11778,2019-08,CRIMINAL TRESPASS,41.864822916,-87.656618405,Little Italy
11779,2019-08,ROBBERY,41.864866536,-87.712938131,North Lawndale
11780,2019-08,ROBBERY,41.864866536,-87.712938131,North Lawndale
11781,2019-08,MOTOR VEHICLE THEFT,41.864881681,-87.629414065,Near South Side
11782,2019-08,CRIMINAL TRESPASS,41.864885246,-87.658816808,Little Italy
11783,2019-08,NARCOTICS,41.864948343,-87.68599421399998,Douglas Park
11784,2019-08,BATTERY,41.864984883000005,-87.72635533100002,North Lawndale
11785,2019-08,ASSAULT,41.865024598000005,-87.624096564,Near South Side
11786,2019-08,BATTERY,41.865024598000005,-87.624096564,Near South Side
11787,2019-08,THEFT,41.865041061999996,-87.624096382,Near South Side
11788,2019-08,CONCEALED CARRY LICENSE VIOLATION,41.865106724,-87.73125528,North Lawndale
11789,2019-08,THEFT,41.865107656999996,-87.732481465,North Lawndale
11790,2019-08,THEFT,41.865126866,-87.732481285,North Lawndale
11791,2019-08,BATTERY,41.865139577,-87.72758740399998,North Lawndale
11792,2019-08,THEFT,41.86515441,-87.713904555,North Lawndale
11793,2019-08,CRIMINAL DAMAGE,41.865154549,-87.71393025299999,North Lawndale
11794,2019-08,BATTERY,41.865175251,-87.72758706799999,North Lawndale
11795,2019-08,OTHER OFFENSE,41.865178311,-87.624102208,Near South Side
11796,2019-08,THEFT,41.865178311,-87.624102208,Near South Side
11797,2019-08,NARCOTICS,41.865183613,-87.734940486,North Lawndale
11798,2019-08,CRIMINAL TRESPASS,41.865186953,-87.711293989,North Lawndale
11799,2019-08,NARCOTICS,41.865191675,-87.660061808,Little Italy
11800,2019-08,MOTOR VEHICLE THEFT,41.865193687,-87.659936964,Little Italy
11801,2019-08,CRIMINAL DAMAGE,41.865213688000004,-87.72759037600002,North Lawndale
11802,2019-08,THEFT,41.865221311999996,-87.60944249299999,Near South Side
11803,2019-08,NARCOTICS,41.865222488,-87.721485015,North Lawndale
11804,2019-08,BATTERY,41.865237011,-87.64685955799999,Little Italy
11805,2019-08,NARCOTICS,41.865240314,-87.73371009,North Lawndale
11806,2019-08,BATTERY,41.86527236,-87.693373816,North Lawndale
11807,2019-08,THEFT,41.865284723,-87.62578245899998,Near South Side
11808,2019-08,ASSAULT,41.865300341,-87.72270679799999,North Lawndale
11809,2019-08,ASSAULT,41.865330006,-87.693376913,North Lawndale
11810,2019-08,ROBBERY,41.865333633,-87.733712889,North Lawndale
11811,2019-08,THEFT,41.865333633,-87.733712889,North Lawndale
11812,2019-08,THEFT,41.865349178,-87.732486546,North Lawndale
11813,2019-08,BATTERY,41.8653515,-87.72149112700001,North Lawndale
11814,2019-08,BATTERY,41.8653515,-87.72149112700001,North Lawndale
11815,2019-08,NARCOTICS,41.865368586,-87.695872978,North Lawndale
11816,2019-08,ASSAULT,41.865378181,-87.723928585,North Lawndale
11817,2019-08,THEFT,41.865388535,-87.73371604799999,North Lawndale
11818,2019-08,CRIMINAL DAMAGE,41.865389918000005,-87.721490761,North Lawndale
11819,2019-08,WEAPONS VIOLATION,41.865393661,-87.722709581,North Lawndale
11820,2019-08,THEFT,41.865397377,-87.64066077700001,Near West Side
11821,2019-08,THEFT,41.865397377,-87.64066077700001,Near West Side
11822,2019-08,ASSAULT,41.865400546,-87.71783042,North Lawndale
11823,2019-08,CRIMINAL DAMAGE,41.865400546,-87.71783042,North Lawndale
11824,2019-08,BURGLARY,41.865400546,-87.71783042,North Lawndale
11825,2019-08,CRIMINAL TRESPASS,41.865400546,-87.71783042,North Lawndale
11826,2019-08,ASSAULT,41.865405173,-87.686709171,Douglas Park
11827,2019-08,WEAPONS VIOLATION,41.865417011,-87.717830262,North Lawndale
11828,2019-08,BATTERY,41.865421172,-87.70441546100002,North Lawndale
11829,2019-08,NARCOTICS,41.865421172,-87.70441546100002,North Lawndale
11830,2019-08,CRIMINAL DAMAGE,41.865441583,-87.731266824,North Lawndale
11831,2019-08,BATTERY,41.865443417,-87.733715535,North Lawndale
11832,2019-08,BATTERY,41.865453392,-87.719500335,North Lawndale
11833,2019-08,BATTERY,41.865453392,-87.719500335,North Lawndale
11834,2019-08,NARCOTICS,41.865455429,-87.71782989399998,North Lawndale
11835,2019-08,CRIMINAL DAMAGE,41.8654647,-87.70685641899998,North Lawndale
11836,2019-08,ASSAULT,41.865485442,-87.77245061299999,Austin
11837,2019-08,BURGLARY,41.86548702,-87.772211967,Austin
11838,2019-08,NARCOTICS,41.865489568,-87.71295413600002,North Lawndale
11839,2019-08,THEFT,41.865490571,-87.708078696,North Lawndale
11840,2019-08,BATTERY,41.865490571,-87.708078696,North Lawndale
11841,2019-08,BATTERY,41.865495558,-87.73004745899998,North Lawndale
11842,2019-08,GAMBLING,41.865502446,-87.721493359,North Lawndale
11843,2019-08,BURGLARY,41.865526383,-87.723930848,North Lawndale
11844,2019-08,ASSAULT,41.865541907,-87.76829424700001,Cicero
11845,2019-08,NARCOTICS,41.865548529,-87.727598229,North Lawndale
11846,2019-08,CRIMINAL DAMAGE,41.865554129,-87.70564403,North Lawndale
11847,2019-08,THEFT,41.86557542,-87.671313862,Near West Side
11848,2019-08,NARCOTICS,41.865584176,-87.765180641,Chicago
11849,2019-08,ASSAULT,41.865601613,-87.71950626,North Lawndale
11850,2019-08,NARCOTICS,41.865601613,-87.71950626,North Lawndale
11851,2019-08,THEFT,41.865601613,-87.71950626,North Lawndale
11852,2019-08,CRIMINAL TRESPASS,41.865614975,-87.72149595799999,North Lawndale
11853,2019-08,NARCOTICS,41.865614975,-87.72149595799999,North Lawndale
11854,2019-08,CRIMINAL TRESPASS,41.865614975,-87.72149595799999,North Lawndale
11855,2019-08,CRIMINAL TRESPASS,41.865614975,-87.72149595799999,North Lawndale
11856,2019-08,THEFT,41.865620822,-87.719506076,North Lawndale
11857,2019-08,ASSAULT,41.865635200999996,-87.72271829700001,North Lawndale
11858,2019-08,NARCOTICS,41.865635200999996,-87.72271829700001,North Lawndale
11859,2019-08,THEFT,41.865635852,-87.762320264,Illinois
11860,2019-08,DECEPTIVE PRACTICE,41.865659093000005,-87.72515212,North Lawndale
11861,2019-08,DECEPTIVE PRACTICE,41.86566313,-87.69258426799999,North Lawndale
11862,2019-08,NARCOTICS,41.865663233,-87.692602624,North Lawndale
11863,2019-08,NARCOTICS,41.865669876999995,-87.72149910600002,North Lawndale
11864,2019-08,THEFT,41.865670797,-87.75997033899998,Austin
11865,2019-08,BATTERY,41.865670797,-87.75997033899998,Austin
11866,2019-08,NARCOTICS,41.865677348,-87.723936757,North Lawndale
11867,2019-08,ASSAULT,41.865683297,-87.661536169,Little Italy
11868,2019-08,CRIMINAL DAMAGE,41.865683297,-87.661536169,Little Italy
11869,2019-08,NARCOTICS,41.865689085,-87.72149892200001,North Lawndale
11870,2019-08,NARCOTICS,41.865708294,-87.721498739,North Lawndale
11871,2019-08,NARCOTICS,41.865727523000004,-87.721502227,North Lawndale
11872,2019-08,OTHER OFFENSE,41.865738741,-87.70930615399998,North Lawndale
11873,2019-08,NARCOTICS,41.865751735,-87.703141961,North Lawndale
11874,2019-08,MOTOR VEHICLE THEFT,41.865766893,-87.645065982,Little Italy
11875,2019-08,DECEPTIVE PRACTICE,41.865783213,-87.646875742,Little Italy
11876,2019-08,DECEPTIVE PRACTICE,41.865789239,-87.716622514,North Lawndale
11877,2019-08,CRIMINAL DAMAGE,41.865789739,-87.708086794,North Lawndale
11878,2019-08,BATTERY,41.865794537,-87.656644872,Little Italy
11879,2019-08,OFFENSE INVOLVING CHILDREN,41.865808939000004,-87.65909345799999,Little Italy
11880,2019-08,BATTERY,41.865822659,-87.659093314,Little Italy
11881,2019-08,OTHER OFFENSE,41.865825285,-87.67755612100002,Near West Side
11882,2019-08,MOTOR VEHICLE THEFT,41.865830029,-87.645068976,Little Italy
11883,2019-08,WEAPONS VIOLATION,41.86583152,-87.66154196,Little Italy
11884,2019-08,CRIMINAL DAMAGE,41.865835933,-87.71052774399998,North Lawndale
11885,2019-08,THEFT,41.8659016,-87.656651085,Little Italy
11886,2019-08,ROBBERY,41.8659016,-87.656651085,Little Italy
11887,2019-08,CRIMINAL DAMAGE,41.865926209,-87.704432539,North Lawndale
11888,2019-08,BATTERY,41.865927408000005,-87.705655064,North Lawndale
11889,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.865936425,-87.68602095899998,Douglas Park
11890,2019-08,DECEPTIVE PRACTICE,41.865936425,-87.68602095899998,Douglas Park
11891,2019-08,OTHER OFFENSE,41.86593932,-87.69339286399997,North Lawndale
11892,2019-08,THEFT,41.865981296,-87.66699591700001,Near West Side
11893,2019-08,BATTERY,41.865997875,-87.710533515,Chicago
11894,2019-08,OTHER OFFENSE,41.865997875,-87.710533515,Chicago
11895,2019-08,OTHER OFFENSE,41.865997875,-87.710533515,Chicago
11896,2019-08,BURGLARY,41.865999493000004,-87.66304909899998,Little Italy
11897,2019-08,CRIMINAL DAMAGE,41.866002575,-87.76432886799999,Austin
11898,2019-08,DECEPTIVE PRACTICE,41.866023915999996,-87.735575126,North Lawndale
11899,2019-08,OTHER OFFENSE,41.866044299,-87.734220229,North Lawndale
11900,2019-08,BATTERY,41.866061614,-87.73280662,North Lawndale
11901,2019-08,ASSAULT,41.866077765,-87.731697739,North Lawndale
11902,2019-08,WEAPONS VIOLATION,41.866087522,-87.693395057,North Lawndale
11903,2019-08,CRIM SEXUAL ASSAULT,41.866095145,-87.660166138,Little Italy
11904,2019-08,OTHER OFFENSE,41.86610116,-87.65978793200001,Little Italy
11905,2019-08,NARCOTICS,41.866111947,-87.72932209,North Lawndale
11906,2019-08,BATTERY,41.866113842,-87.72916053600002,North Lawndale
11907,2019-08,NARCOTICS,41.866114209,-87.72923028700001,North Lawndale
11908,2019-08,BATTERY,41.866147762,-87.68602617,Chicago
11909,2019-08,THEFT,41.866147762,-87.68602617,Chicago
11910,2019-08,CRIMINAL DAMAGE,41.866147972,-87.726784885,North Lawndale
11911,2019-08,BATTERY,41.866147972,-87.726784885,North Lawndale
11912,2019-08,THEFT,41.866148185,-87.726825268,North Lawndale
11913,2019-08,ROBBERY,41.866148185,-87.726825268,North Lawndale
11914,2019-08,THEFT,41.866148185,-87.726825268,North Lawndale
11915,2019-08,THEFT,41.866148185,-87.726825268,North Lawndale
11916,2019-08,NARCOTICS,41.866156327,-87.695898194,Chicago
11917,2019-08,NARCOTICS,41.866156327,-87.695898194,Chicago
11918,2019-08,THEFT,41.8661564,-87.621624292,Near South Side
11919,2019-08,THEFT,41.866161043000005,-87.65550657799999,Little Italy
11920,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.866164084,-87.72567967200001,North Lawndale
11921,2019-08,BATTERY,41.866164732,-87.655201821,Little Italy
11922,2019-08,BURGLARY,41.866166588,-87.65505127899998,Little Italy
11923,2019-08,ASSAULT,41.866168484,-87.72547403799999,North Lawndale
11924,2019-08,ROBBERY,41.866184446999995,-87.72434312700001,North Lawndale
11925,2019-08,NARCOTICS,41.866184446999995,-87.72434312700001,North Lawndale
11926,2019-08,BATTERY,41.866184544,-87.724361483,North Lawndale
11927,2019-08,CRIMINAL TRESPASS,41.866184544,-87.724361483,North Lawndale
11928,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.866184544,-87.724361483,North Lawndale
11929,2019-08,NARCOTICS,41.866200165,-87.72316816200001,North Lawndale
11930,2019-08,NARCOTICS,41.866200165,-87.72316816200001,North Lawndale
11931,2019-08,CRIMINAL TRESPASS,41.866202226,-87.72303964700001,North Lawndale
11932,2019-08,ROBBERY,41.866202226,-87.72303964700001,North Lawndale
11933,2019-08,NARCOTICS,41.866202226,-87.72303964700001,North Lawndale
11934,2019-08,ROBBERY,41.866209963,-87.72243013799999,North Lawndale
11935,2019-08,NARCOTICS,41.866209963,-87.72243013799999,North Lawndale
11936,2019-08,CRIMINAL TRESPASS,41.866215538,-87.721930788,North Lawndale
11937,2019-08,CRIMINAL TRESPASS,41.866215538,-87.721930788,North Lawndale
11938,2019-08,NARCOTICS,41.866217696,-87.72182062799999,North Lawndale
11939,2019-08,NARCOTICS,41.866227191,-87.72102753700001,North Lawndale
11940,2019-08,NARCOTICS,41.866229446,-87.72093573299999,North Lawndale
11941,2019-08,NARCOTICS,41.866229446,-87.72093573299999,North Lawndale
11942,2019-08,NARCOTICS,41.866229446,-87.72093573299999,North Lawndale
11943,2019-08,BATTERY,41.866233446,-87.720656676,North Lawndale
11944,2019-08,OTHER OFFENSE,41.866233446,-87.720656676,North Lawndale
11945,2019-08,ASSAULT,41.866235446,-87.72051714700001,North Lawndale
11946,2019-08,CRIMINAL DAMAGE,41.866235446,-87.72051714700001,North Lawndale
11947,2019-08,CRIMINAL TRESPASS,41.866235446,-87.72051714700001,North Lawndale
11948,2019-08,NARCOTICS,41.866244894,-87.719716713,Chicago
11949,2019-08,NARCOTICS,41.866254375,-87.718923621,North Lawndale
11950,2019-08,DECEPTIVE PRACTICE,41.86625461,-87.718967674,North Lawndale
11951,2019-08,THEFT,41.86625461,-87.718967674,North Lawndale
11952,2019-08,THEFT,41.86625461,-87.718967674,North Lawndale
11953,2019-08,THEFT,41.86625461,-87.718967674,North Lawndale
11954,2019-08,NARCOTICS,41.86625461,-87.718967674,North Lawndale
11955,2019-08,THEFT,41.86625461,-87.718967674,North Lawndale
11956,2019-08,THEFT,41.86625461,-87.718967674,North Lawndale
11957,2019-08,THEFT,41.86625461,-87.718967674,North Lawndale
11958,2019-08,THEFT,41.86625461,-87.718967674,North Lawndale
11959,2019-08,ASSAULT,41.86625461,-87.718967674,North Lawndale
11960,2019-08,THEFT,41.866260623,-87.71855276,North Lawndale
11961,2019-08,NARCOTICS,41.866262365,-87.718365507,North Lawndale
11962,2019-08,INTERFERENCE WITH PUBLIC OFFICER,41.866275671,-87.717263988,North Lawndale
11963,2019-08,THEFT,41.86627812,-87.717208895,North Lawndale
11964,2019-08,NARCOTICS,41.866279997,-87.71704734,North Lawndale
11965,2019-08,LIQUOR LAW VIOLATION,41.866303171,-87.71421287,North Lawndale
11966,2019-08,ASSAULT,41.866304579,-87.621622648,Near South Side
11967,2019-08,OFFENSE INVOLVING CHILDREN,41.866304579,-87.621622648,Near South Side
11968,2019-08,NARCOTICS,41.866311475,-87.713717164,North Lawndale
11969,2019-08,CRIMINAL TRESPASS,41.866312328,-87.61012406,Chicago
11970,2019-08,NARCOTICS,41.866313546,-87.713592319,North Lawndale
11971,2019-08,THEFT,41.866331725,-87.666379171,Near West Side
11972,2019-08,THEFT,41.866331725,-87.666379171,Near West Side
11973,2019-08,ASSAULT,41.866331725,-87.666379171,Near West Side
11974,2019-08,CRIMINAL TRESPASS,41.866331725,-87.666379171,Near West Side
11975,2019-08,DECEPTIVE PRACTICE,41.866331725,-87.666379171,Near West Side
11976,2019-08,CRIMINAL TRESPASS,41.866331725,-87.666379171,Near West Side
11977,2019-08,LIQUOR LAW VIOLATION,41.866331725,-87.666379171,Near West Side
11978,2019-08,WEAPONS VIOLATION,41.86633391,-87.71177482600002,North Lawndale
11979,2019-08,OTHER OFFENSE,41.86633584,-87.711624284,North Lawndale
11980,2019-08,ROBBERY,41.866337511,-87.71142601700001,North Lawndale
11981,2019-08,BATTERY,41.866341526999996,-87.71115430100002,North Lawndale
11982,2019-08,DECEPTIVE PRACTICE,41.866341526999996,-87.71115430100002,North Lawndale
11983,2019-08,THEFT,41.866341526999996,-87.71115430100002,North Lawndale
11984,2019-08,DECEPTIVE PRACTICE,41.866341526999996,-87.71115430100002,North Lawndale
11985,2019-08,THEFT,41.866341647,-87.711176328,North Lawndale
11986,2019-08,ASSAULT,41.866342973,-87.621618551,Near South Side
11987,2019-08,THEFT,41.866342973,-87.621618551,Near South Side
11988,2019-08,DECEPTIVE PRACTICE,41.866361183,-87.70971863,North Lawndale
11989,2019-08,THEFT,41.866371701999995,-87.70862447799999,North Lawndale
11990,2019-08,BATTERY,41.866376011999996,-87.70840782799999,North Lawndale
11991,2019-08,NARCOTICS,41.866376011999996,-87.70840782799999,North Lawndale
11992,2019-08,BATTERY,41.866376011999996,-87.70840782799999,North Lawndale
11993,2019-08,ASSAULT,41.866389063,-87.70727693799999,North Lawndale
11994,2019-08,THEFT,41.866397494,-87.725189178,Chicago
11995,2019-08,THEFT,41.86640116,-87.705973505,North Lawndale
11996,2019-08,ROBBERY,41.866417413,-87.704930694,North Lawndale
11997,2019-08,OTHER OFFENSE,41.866419474000004,-87.704805849,North Lawndale
11998,2019-08,CRIM SEXUAL ASSAULT,41.866421775999996,-87.613129624,Chicago
11999,2019-08,WEAPONS VIOLATION,41.866423545,-87.70404584799999,North Lawndale
12000,2019-08,NARCOTICS,41.866427081,-87.703689696,North Lawndale
12001,2019-08,OTHER OFFENSE,41.866428839,-87.703509785,North Lawndale
12002,2019-08,ASSAULT,41.866428839,-87.703509785,North Lawndale
12003,2019-08,BATTERY,41.86645229,-87.70128474,North Lawndale
12004,2019-08,NARCOTICS,41.866464541999996,-87.700021687,North Lawndale
12005,2019-08,NARCOTICS,41.866466578,-87.699893171,North Lawndale
12006,2019-08,BATTERY,41.86646678,-87.699929882,North Lawndale
12007,2019-08,BATTERY,41.86646678,-87.699929882,North Lawndale
12008,2019-08,NARCOTICS,41.866473624,-87.69918086700001,North Lawndale
12009,2019-08,ROBBERY,41.866477566,-87.653807089,Little Italy
12010,2019-08,NARCOTICS,41.866478936,-87.698652145,North Lawndale
12011,2019-08,CRIMINAL TRESPASS,41.866478936,-87.698652145,North Lawndale
12012,2019-08,GAMBLING,41.866489146,-87.69752128,North Lawndale
12013,2019-08,THEFT,41.866491403000005,-87.69743314600002,North Lawndale
12014,2019-08,BATTERY,41.866491504,-87.697451501,North Lawndale
12015,2019-08,NARCOTICS,41.866517316999996,-87.695178701,North Lawndale
12016,2019-08,HOMICIDE,41.866539497,-87.734982912,North Lawndale
12017,2019-08,HOMICIDE,41.866539497,-87.734982912,North Lawndale
12018,2019-08,THEFT,41.866552752,-87.62581253299999,Near South Side
12019,2019-08,THEFT,41.866578077,-87.624134464,Near South Side
12020,2019-08,THEFT,41.866578077,-87.624134464,Near South Side
12021,2019-08,THEFT,41.866587978000005,-87.710549815,North Lawndale
12022,2019-08,DECEPTIVE PRACTICE,41.86661375,-87.62413407,Near South Side
12023,2019-08,BATTERY,41.86661375,-87.62413407,Near South Side
12024,2019-08,DECEPTIVE PRACTICE,41.86661375,-87.62413407,Near South Side
12025,2019-08,BURGLARY,41.866629130999996,-87.730084529,North Lawndale
12026,2019-08,BATTERY,41.866632816,-87.73498571299999,North Lawndale
12027,2019-08,BATTERY,41.866673513,-87.625814873,Near South Side
12028,2019-08,WEAPONS VIOLATION,41.866678335,-87.771713263,Austin
12029,2019-08,NARCOTICS,41.866689176,-87.722752323,North Lawndale
12030,2019-08,BATTERY,41.866707076,-87.66156583600002,Little Italy
12031,2019-08,BATTERY,41.866718063,-87.669591236,Near West Side
12032,2019-08,WEAPONS VIOLATION,41.866719706,-87.730087349,North Lawndale
12033,2019-08,OTHER OFFENSE,41.866727951,-87.639232955,Near West Side
12034,2019-08,ROBBERY,41.866765373,-87.719542855,North Lawndale
12035,2019-08,CRIMINAL DAMAGE,41.86677626,-87.725200273,North Lawndale
12036,2019-08,WEAPONS VIOLATION,41.866803876,-87.672575139,Near West Side
12037,2019-08,DECEPTIVE PRACTICE,41.866806267,-87.76925969,Austin
12038,2019-08,NARCOTICS,41.866807193,-87.72275487200001,North Lawndale
12039,2019-08,CRIMINAL TRESPASS,41.866810739,-87.625817031,Near South Side
12040,2019-08,DECEPTIVE PRACTICE,41.866810739,-87.625817031,Near South Side
12041,2019-08,THEFT,41.866810739,-87.625817031,Near South Side
12042,2019-08,THEFT,41.866810739,-87.625817031,Near South Side
12043,2019-08,THEFT,41.866810739,-87.625817031,Near South Side
12044,2019-08,BATTERY,41.866810739,-87.625817031,Near South Side
12045,2019-08,THEFT,41.866810739,-87.625817031,Near South Side
12046,2019-08,THEFT,41.866843668,-87.625816668,Near South Side
12047,2019-08,ASSAULT,41.866859553000005,-87.667012497,Near West Side
12048,2019-08,BATTERY,41.866859553000005,-87.667012497,Near West Side
12049,2019-08,WEAPONS VIOLATION,41.866859553000005,-87.667012497,Near West Side
12050,2019-08,MOTOR VEHICLE THEFT,41.866860535,-87.66765497,Near West Side
12051,2019-08,BATTERY,41.866862651999995,-87.665184141,Little Italy
12052,2019-08,MOTOR VEHICLE THEFT,41.866886134,-87.71954537100002,North Lawndale
12053,2019-08,THEFT,41.866899586,-87.769262541,Austin
